A		SACRAMENTO
B		DEER_CR_NR_SMARTVILLE
C		FLOW-UNREG
E		
F		ALT-AUGMENTED-MERGED
Units		CFS
Type		PER-AVER
17536	06Oct1939	6.0
17537	07Oct1939	6.0
17538	08Oct1939	8.0
17539	09Oct1939	6.0
17540	10Oct1939	1.0
17541	11Oct1939	1.0
17542	12Oct1939	1.0
17543	13Oct1939	1.0
17544	14Oct1939	1.0
17545	15Oct1939	0.0
17546	16Oct1939	0.0
17547	17Oct1939	0.0
17548	18Oct1939	1.0
17549	19Oct1939	2.0
17550	20Oct1939	1.0
17551	21Oct1939	1.0
17552	22Oct1939	0.0
17553	23Oct1939	0.0
17554	24Oct1939	4.0
17555	25Oct1939	5.0
17556	26Oct1939	6.0
17557	27Oct1939	3.0
17558	28Oct1939	2.0
17559	29Oct1939	1.0
17560	30Oct1939	1.0
17561	31Oct1939	2.0
17562	01Nov1939	1.0
17563	02Nov1939	2.0
17564	03Nov1939	1.0
17565	04Nov1939	1.0
17566	05Nov1939	1.0
17567	06Nov1939	0.0
17568	07Nov1939	0.0
17569	08Nov1939	0.0
17570	09Nov1939	0.0
17571	10Nov1939	0.0
17572	11Nov1939	0.0
17573	12Nov1939	1.0
17574	13Nov1939	1.0
17575	14Nov1939	1.0
17576	15Nov1939	1.0
17577	16Nov1939	1.0
17578	17Nov1939	0.0
17579	18Nov1939	0.0
17580	19Nov1939	0.0
17581	20Nov1939	0.0
17582	21Nov1939	2.0
17583	22Nov1939	2.0
17584	23Nov1939	3.0
17585	24Nov1939	4.0
17586	25Nov1939	6.0
17587	26Nov1939	6.0
17588	27Nov1939	10.0
17589	28Nov1939	8.0
17590	29Nov1939	9.0
17591	30Nov1939	6.0
17592	01Dec1939	5.0
17593	02Dec1939	4.0
17594	03Dec1939	3.0
17595	04Dec1939	3.0
17596	05Dec1939	6.0
17597	06Dec1939	6.0
17598	07Dec1939	5.0
17599	08Dec1939	6.0
17600	09Dec1939	6.0
17601	10Dec1939	11.0
17602	11Dec1939	15.0
17603	12Dec1939	20.0
17604	13Dec1939	7.0
17605	14Dec1939	2.0
17606	15Dec1939	2.0
17607	16Dec1939	2.0
17608	17Dec1939	2.0
17609	18Dec1939	0.0
17610	19Dec1939	3.0
17611	20Dec1939	5.0
17612	21Dec1939	4.0
17613	22Dec1939	5.0
17614	23Dec1939	6.0
17615	24Dec1939	10.0
17616	25Dec1939	11.0
17617	26Dec1939	10.0
17618	27Dec1939	10.0
17619	28Dec1939	10.0
17620	29Dec1939	11.0
17621	30Dec1939	11.0
17622	31Dec1939	16.0
17623	01Jan1940	151.0
17624	02Jan1940	1100.0
17625	03Jan1940	180.0
17626	04Jan1940	390.0
17627	05Jan1940	98.0
17628	06Jan1940	48.0
17629	07Jan1940	187.0
17630	08Jan1940	1800.0
17631	09Jan1940	1900.0
17632	10Jan1940	850.0
17633	11Jan1940	2100.0
17634	12Jan1940	900.0
17635	13Jan1940	300.0
17636	14Jan1940	187.0
17637	15Jan1940	113.0
17638	16Jan1940	70.0
17639	17Jan1940	72.0
17640	18Jan1940	62.0
17641	19Jan1940	59.0
17642	20Jan1940	53.0
17643	21Jan1940	50.0
17644	22Jan1940	47.0
17645	23Jan1940	44.0
17646	24Jan1940	47.0
17647	25Jan1940	580.0
17648	26Jan1940	1190.0
17649	27Jan1940	502.0
17650	28Jan1940	292.0
17651	29Jan1940	230.0
17652	30Jan1940	192.0
17653	31Jan1940	156.0
17654	01Feb1940	140.0
17655	02Feb1940	139.0
17656	03Feb1940	222.0
17657	04Feb1940	365.0
17658	05Feb1940	371.0
17659	06Feb1940	446.0
17660	07Feb1940	338.0
17661	08Feb1940	246.0
17662	09Feb1940	196.0
17663	10Feb1940	168.0
17664	11Feb1940	147.0
17665	12Feb1940	142.0
17666	13Feb1940	276.0
17667	14Feb1940	1440.0
17668	15Feb1940	350.0
17669	16Feb1940	226.0
17670	17Feb1940	519.0
17671	18Feb1940	320.0
17672	19Feb1940	236.0
17673	20Feb1940	181.0
17674	21Feb1940	166.0
17675	22Feb1940	156.0
17676	23Feb1940	187.0
17677	24Feb1940	224.0
17678	25Feb1940	932.0
17679	26Feb1940	1630.0
17680	27Feb1940	4810.0
17681	28Feb1940	3400.0
17682	29Feb1940	2420.0
17683	01Mar1940	1130.0
17684	02Mar1940	777.0
17685	03Mar1940	590.0
17686	04Mar1940	481.0
17687	05Mar1940	415.0
17688	06Mar1940	373.0
17689	07Mar1940	338.0
17690	08Mar1940	298.0
17691	09Mar1940	258.0
17692	10Mar1940	244.0
17693	11Mar1940	224.0
17694	12Mar1940	222.0
17695	13Mar1940	216.0
17696	14Mar1940	205.0
17697	15Mar1940	196.0
17698	16Mar1940	199.0
17699	17Mar1940	188.0
17700	18Mar1940	176.0
17701	19Mar1940	168.0
17702	20Mar1940	160.0
17703	21Mar1940	145.0
17704	22Mar1940	132.0
17705	23Mar1940	136.0
17706	24Mar1940	125.0
17707	25Mar1940	145.0
17708	26Mar1940	1470.0
17709	27Mar1940	977.0
17710	28Mar1940	662.0
17711	29Mar1940	2850.0
17712	30Mar1940	5140.0
17713	31Mar1940	2450.0
17714	01Apr1940	1260.0
17715	02Apr1940	752.0
17716	03Apr1940	586.0
17717	04Apr1940	478.0
17718	05Apr1940	400.0
17719	06Apr1940	332.0
17720	07Apr1940	290.0
17721	08Apr1940	258.0
17722	09Apr1940	214.0
17723	10Apr1940	183.0
17724	11Apr1940	144.0
17725	12Apr1940	119.0
17726	13Apr1940	99.0
17727	14Apr1940	90.0
17728	15Apr1940	91.0
17729	16Apr1940	77.0
17730	17Apr1940	64.0
17731	18Apr1940	55.0
17732	19Apr1940	47.0
17733	20Apr1940	45.0
17734	21Apr1940	47.0
17735	22Apr1940	46.0
17736	23Apr1940	42.0
17737	24Apr1940	46.0
17738	25Apr1940	61.0
17739	26Apr1940	49.0
17740	27Apr1940	45.0
17741	28Apr1940	42.0
17742	29Apr1940	58.0
17743	30Apr1940	48.0
17744	01May1940	44.0
17745	02May1940	40.0
17746	03May1940	40.0
17747	04May1940	74.0
17748	05May1940	70.0
17749	06May1940	43.0
17750	07May1940	36.0
17751	08May1940	35.0
17752	09May1940	38.0
17753	10May1940	34.0
17754	11May1940	30.0
17755	12May1940	27.0
17756	13May1940	26.0
17757	14May1940	22.0
17758	15May1940	20.0
17759	16May1940	20.0
17760	17May1940	16.0
17761	18May1940	14.0
17762	19May1940	12.0
17763	20May1940	11.0
17764	21May1940	11.0
17765	22May1940	12.0
17766	23May1940	12.0
17767	24May1940	13.0
17768	25May1940	12.0
17769	26May1940	30.0
17770	27May1940	20.0
17771	28May1940	19.0
17772	29May1940	17.0
17773	30May1940	18.0
17774	31May1940	27.0
17775	01Jun1940	40.0
17776	02Jun1940	20.0
17777	03Jun1940	16.0
17778	04Jun1940	12.0
17779	05Jun1940	11.0
17780	06Jun1940	11.0
17781	07Jun1940	6.0
17782	08Jun1940	3.0
17783	09Jun1940	3.0
17784	10Jun1940	2.0
17785	11Jun1940	2.0
17786	12Jun1940	2.0
17787	13Jun1940	1.0
17788	14Jun1940	1.0
17789	15Jun1940	1.0
17790	16Jun1940	1.0
17791	17Jun1940	1.0
17792	18Jun1940	1.0
17793	19Jun1940	1.0
17794	20Jun1940	1.0
17795	21Jun1940	1.0
17796	22Jun1940	1.0
17797	23Jun1940	1.0
17798	24Jun1940	1.0
17799	25Jun1940	1.0
17800	26Jun1940	1.0
17801	27Jun1940	1.0
17802	28Jun1940	1.0
17803	29Jun1940	1.0
17804	30Jun1940	1.0
17805	01Jul1940	1.0
17806	02Jul1940	1.0
17807	03Jul1940	1.0
17808	04Jul1940	0.0
17809	05Jul1940	0.0
17810	06Jul1940	0.0
17811	07Jul1940	0.0
17812	08Jul1940	0.0
17813	09Jul1940	0.0
17814	10Jul1940	0.0
17815	11Jul1940	1.0
17816	12Jul1940	0.0
17817	13Jul1940	0.0
17818	14Jul1940	0.0
17819	15Jul1940	0.0
17820	16Jul1940	0.0
17821	17Jul1940	0.0
17822	18Jul1940	0.0
17823	19Jul1940	0.0
17824	20Jul1940	0.0
17825	21Jul1940	0.0
17826	22Jul1940	0.0
17827	23Jul1940	0.0
17828	24Jul1940	0.0
17829	25Jul1940	0.0
17830	26Jul1940	0.0
17831	27Jul1940	0.0
17832	28Jul1940	0.0
17833	29Jul1940	0.0
17834	30Jul1940	0.0
17835	31Jul1940	0.0
17836	01Aug1940	0.0
17837	02Aug1940	0.0
17838	03Aug1940	0.0
17839	04Aug1940	0.0
17840	05Aug1940	0.0
17841	06Aug1940	0.0
17842	07Aug1940	0.0
17843	08Aug1940	0.0
17844	09Aug1940	0.0
17845	10Aug1940	0.0
17846	11Aug1940	0.0
17847	12Aug1940	0.0
17848	13Aug1940	0.0
17849	14Aug1940	0.0
17850	15Aug1940	0.0
17851	16Aug1940	0.0
17852	17Aug1940	0.0
17853	18Aug1940	0.0
17854	19Aug1940	0.0
17855	20Aug1940	0.0
17856	21Aug1940	0.0
17857	22Aug1940	0.0
17858	23Aug1940	0.0
17859	24Aug1940	1.0
17860	25Aug1940	0.0
17861	26Aug1940	0.0
17862	27Aug1940	1.0
17863	28Aug1940	0.0
17864	29Aug1940	1.0
17865	30Aug1940	1.0
17866	31Aug1940	1.0
17867	01Sep1940	1.0
17868	02Sep1940	1.0
17869	03Sep1940	0.0
17870	04Sep1940	1.0
17871	05Sep1940	1.0
17872	06Sep1940	0.0
17873	07Sep1940	0.0
17874	08Sep1940	0.0
17875	09Sep1940	0.0
17876	10Sep1940	0.0
17877	11Sep1940	0.0
17878	12Sep1940	0.0
17879	13Sep1940	1.0
17880	14Sep1940	0.0
17881	15Sep1940	0.0
17882	16Sep1940	0.0
17883	17Sep1940	0.0
17884	18Sep1940	1.0
17885	19Sep1940	1.0
17886	20Sep1940	0.0
17887	21Sep1940	0.0
17888	22Sep1940	1.0
17889	23Sep1940	1.0
17890	24Sep1940	1.0
17891	25Sep1940	0.0
17892	26Sep1940	1.0
17893	27Sep1940	1.0
17894	28Sep1940	1.0
17895	29Sep1940	1.0
17896	30Sep1940	1.0
17897	01Oct1940	0.0
17898	02Oct1940	1.0
17899	03Oct1940	1.0
17900	04Oct1940	1.0
17901	05Oct1940	1.0
17902	06Oct1940	1.0
17903	07Oct1940	1.0
17904	08Oct1940	1.0
17905	09Oct1940	1.0
17906	10Oct1940	1.0
17907	11Oct1940	1.0
17908	12Oct1940	1.0
17909	13Oct1940	1.0
17910	14Oct1940	1.0
17911	15Oct1940	1.0
17912	16Oct1940	1.0
17913	17Oct1940	1.0
17914	18Oct1940	1.0
17915	19Oct1940	1.0
17916	20Oct1940	1.0
17917	21Oct1940	1.0
17918	22Oct1940	1.0
17919	23Oct1940	1.0
17920	24Oct1940	6.0
17921	25Oct1940	20.0
17922	26Oct1940	22.0
17923	27Oct1940	24.0
17924	28Oct1940	12.0
17925	29Oct1940	15.0
17926	30Oct1940	13.0
17927	31Oct1940	13.0
17928	01Nov1940	14.0
17929	02Nov1940	89.0
17930	03Nov1940	39.0
17931	04Nov1940	27.0
17932	05Nov1940	24.0
17933	06Nov1940	129.0
17934	07Nov1940	309.0
17935	08Nov1940	95.0
17936	09Nov1940	43.0
17937	10Nov1940	33.0
17938	11Nov1940	24.0
17939	12Nov1940	21.0
17940	13Nov1940	22.0
17941	14Nov1940	23.0
17942	15Nov1940	21.0
17943	16Nov1940	18.0
17944	17Nov1940	17.0
17945	18Nov1940	16.0
17946	19Nov1940	15.0
17947	20Nov1940	16.0
17948	21Nov1940	16.0
17949	22Nov1940	16.0
17950	23Nov1940	15.0
17951	24Nov1940	15.0
17952	25Nov1940	15.0
17953	26Nov1940	15.0
17954	27Nov1940	15.0
17955	28Nov1940	15.0
17956	29Nov1940	16.0
17957	30Nov1940	16.0
17958	01Dec1940	15.0
17959	02Dec1940	16.0
17960	03Dec1940	16.0
17961	04Dec1940	15.0
17962	05Dec1940	25.0
17963	06Dec1940	26.0
17964	07Dec1940	28.0
17965	08Dec1940	18.0
17966	09Dec1940	13.0
17967	10Dec1940	21.0
17968	11Dec1940	24.0
17969	12Dec1940	17.0
17970	13Dec1940	15.0
17971	14Dec1940	14.0
17972	15Dec1940	10.0
17973	16Dec1940	17.0
17974	17Dec1940	77.0
17975	18Dec1940	650.0
17976	19Dec1940	166.0
17977	20Dec1940	65.0
17978	21Dec1940	1180.0
17979	22Dec1940	692.0
17980	23Dec1940	1440.0
17981	24Dec1940	772.0
17982	25Dec1940	778.0
17983	26Dec1940	930.0
17984	27Dec1940	2010.0
17985	28Dec1940	658.0
17986	29Dec1940	391.0
17987	30Dec1940	391.0
17988	31Dec1940	256.0
17989	01Jan1941	176.0
17990	02Jan1941	115.0
17991	03Jan1941	92.0
17992	04Jan1941	109.0
17993	05Jan1941	351.0
17994	06Jan1941	590.0
17995	07Jan1941	1740.0
17996	08Jan1941	504.0
17997	09Jan1941	288.0
17998	10Jan1941	216.0
17999	11Jan1941	166.0
18000	12Jan1941	131.0
18001	13Jan1941	748.0
18002	14Jan1941	878.0
18003	15Jan1941	601.0
18004	16Jan1941	409.0
18005	17Jan1941	305.0
18006	18Jan1941	254.0
18007	19Jan1941	226.0
18008	20Jan1941	205.0
18009	21Jan1941	411.0
18010	22Jan1941	894.0
18011	23Jan1941	812.0
18012	24Jan1941	780.0
18013	25Jan1941	1540.0
18014	26Jan1941	1720.0
18015	27Jan1941	780.0
18016	28Jan1941	526.0
18017	29Jan1941	421.0
18018	30Jan1941	348.0
18019	31Jan1941	292.0
18020	01Feb1941	250.0
18021	02Feb1941	224.0
18022	03Feb1941	197.0
18023	04Feb1941	171.0
18024	05Feb1941	160.0
18025	06Feb1941	214.0
18026	07Feb1941	203.0
18027	08Feb1941	260.0
18028	09Feb1941	644.0
18029	10Feb1941	1870.0
18030	11Feb1941	1880.0
18031	12Feb1941	1690.0
18032	13Feb1941	705.0
18033	14Feb1941	542.0
18034	15Feb1941	518.0
18035	16Feb1941	498.0
18036	17Feb1941	460.0
18037	18Feb1941	662.0
18038	19Feb1941	606.0
18039	20Feb1941	385.0
18040	21Feb1941	1080.0
18041	22Feb1941	538.0
18042	23Feb1941	436.0
18043	24Feb1941	530.0
18044	25Feb1941	418.0
18045	26Feb1941	370.0
18046	27Feb1941	400.0
18047	28Feb1941	538.0
18048	01Mar1941	1600.0
18049	02Mar1941	1290.0
18050	03Mar1941	954.0
18051	04Mar1941	1030.0
18052	05Mar1941	638.0
18053	06Mar1941	498.0
18054	07Mar1941	421.0
18055	08Mar1941	368.0
18056	09Mar1941	340.0
18057	10Mar1941	305.0
18058	11Mar1941	280.0
18059	12Mar1941	254.0
18060	13Mar1941	238.0
18061	14Mar1941	222.0
18062	15Mar1941	197.0
18063	16Mar1941	178.0
18064	17Mar1941	163.0
18065	18Mar1941	156.0
18066	19Mar1941	148.0
18067	20Mar1941	137.0
18068	21Mar1941	123.0
18069	22Mar1941	125.0
18070	23Mar1941	122.0
18071	24Mar1941	116.0
18072	25Mar1941	97.0
18073	26Mar1941	91.0
18074	27Mar1941	83.0
18075	28Mar1941	83.0
18076	29Mar1941	153.0
18077	30Mar1941	160.0
18078	31Mar1941	144.0
18079	01Apr1941	266.0
18080	02Apr1941	555.0
18081	03Apr1941	438.0
18082	04Apr1941	2280.0
18083	05Apr1941	614.0
18084	06Apr1941	370.0
18085	07Apr1941	415.0
18086	08Apr1941	298.0
18087	09Apr1941	428.0
18088	10Apr1941	409.0
18089	11Apr1941	436.0
18090	12Apr1941	246.0
18091	13Apr1941	203.0
18092	14Apr1941	185.0
18093	15Apr1941	172.0
18094	16Apr1941	166.0
18095	17Apr1941	153.0
18096	18Apr1941	139.0
18097	19Apr1941	139.0
18098	20Apr1941	123.0
18099	21Apr1941	113.0
18100	22Apr1941	105.0
18101	23Apr1941	98.0
18102	24Apr1941	88.0
18103	25Apr1941	88.0
18104	26Apr1941	81.0
18105	27Apr1941	66.0
18106	28Apr1941	61.0
18107	29Apr1941	66.0
18108	30Apr1941	58.0
18109	01May1941	64.0
18110	02May1941	67.0
18111	03May1941	115.0
18112	04May1941	106.0
18113	05May1941	108.0
18114	06May1941	98.0
18115	07May1941	81.0
18116	08May1941	73.0
18117	09May1941	70.0
18118	10May1941	65.0
18119	11May1941	49.0
18120	12May1941	76.0
18121	13May1941	790.0
18122	14May1941	240.0
18123	15May1941	150.0
18124	16May1941	116.0
18125	17May1941	102.0
18126	18May1941	92.0
18127	19May1941	78.0
18128	20May1941	49.0
18129	21May1941	38.0
18130	22May1941	23.0
18131	23May1941	40.0
18132	24May1941	38.0
18133	25May1941	35.0
18134	26May1941	34.0
18135	27May1941	34.0
18136	28May1941	31.0
18137	29May1941	31.0
18138	30May1941	30.0
18139	31May1941	34.0
18140	01Jun1941	33.0
18141	02Jun1941	27.0
18142	03Jun1941	24.0
18143	04Jun1941	23.0
18144	05Jun1941	26.0
18145	06Jun1941	49.0
18146	07Jun1941	50.0
18147	08Jun1941	48.0
18148	09Jun1941	44.0
18149	10Jun1941	43.0
18150	11Jun1941	40.0
18151	12Jun1941	37.0
18152	13Jun1941	37.0
18153	14Jun1941	33.0
18154	15Jun1941	31.0
18155	16Jun1941	29.0
18156	17Jun1941	28.0
18157	18Jun1941	32.0
18158	19Jun1941	33.0
18159	20Jun1941	20.0
18160	21Jun1941	17.0
18161	22Jun1941	16.0
18162	23Jun1941	18.0
18163	24Jun1941	22.0
18164	25Jun1941	32.0
18165	26Jun1941	31.0
18166	27Jun1941	34.0
18167	28Jun1941	27.0
18168	29Jun1941	25.0
18169	30Jun1941	21.0
18170	01Jul1941	18.0
18171	02Jul1941	16.0
18172	03Jul1941	15.0
18173	04Jul1941	14.0
18174	05Jul1941	12.0
18175	06Jul1941	11.0
18176	07Jul1941	11.0
18177	08Jul1941	11.0
18178	09Jul1941	10.0
18179	10Jul1941	12.0
18180	11Jul1941	7.0
18181	12Jul1941	8.0
18182	13Jul1941	7.0
18183	14Jul1941	6.0
18184	15Jul1941	5.0
18185	16Jul1941	4.0
18186	17Jul1941	5.0
18187	18Jul1941	6.0
18188	19Jul1941	5.0
18189	20Jul1941	6.0
18190	21Jul1941	6.0
18191	22Jul1941	6.0
18192	23Jul1941	6.0
18193	24Jul1941	6.0
18194	25Jul1941	5.0
18195	26Jul1941	4.0
18196	27Jul1941	4.0
18197	28Jul1941	6.0
18198	29Jul1941	8.0
18199	30Jul1941	7.0
18200	31Jul1941	6.0
18201	01Aug1941	6.0
18202	02Aug1941	4.0
18203	03Aug1941	3.0
18204	04Aug1941	2.0
18205	05Aug1941	2.0
18206	06Aug1941	2.0
18207	07Aug1941	2.0
18208	08Aug1941	2.0
18209	09Aug1941	3.0
18210	10Aug1941	3.0
18211	11Aug1941	4.0
18212	12Aug1941	4.0
18213	13Aug1941	5.0
18214	14Aug1941	4.0
18215	15Aug1941	4.0
18216	16Aug1941	3.0
18217	17Aug1941	3.0
18218	18Aug1941	4.0
18219	19Aug1941	4.0
18220	20Aug1941	3.0
18221	21Aug1941	6.0
18222	22Aug1941	6.0
18223	23Aug1941	11.0
18224	24Aug1941	11.0
18225	25Aug1941	8.0
18226	26Aug1941	4.0
18227	27Aug1941	3.0
18228	28Aug1941	3.0
18229	29Aug1941	4.0
18230	30Aug1941	4.0
18231	31Aug1941	4.0
18232	01Sep1941	3.0
18233	02Sep1941	5.0
18234	03Sep1941	6.0
18235	04Sep1941	3.0
18236	05Sep1941	2.0
18237	06Sep1941	2.0
18238	07Sep1941	1.0
18239	08Sep1941	1.0
18240	09Sep1941	1.0
18241	10Sep1941	1.0
18242	11Sep1941	1.0
18243	12Sep1941	1.0
18244	13Sep1941	2.0
18245	14Sep1941	1.0
18246	15Sep1941	1.0
18247	16Sep1941	2.0
18248	17Sep1941	2.0
18249	18Sep1941	1.0
18250	19Sep1941	1.0
18251	20Sep1941	2.0
18252	21Sep1941	4.0
18253	22Sep1941	4.0
18254	23Sep1941	3.0
18255	24Sep1941	3.0
18256	25Sep1941	2.0
18257	26Sep1941	2.0
18258	27Sep1941	3.0
18259	28Sep1941	2.0
18260	29Sep1941	2.0
18261	30Sep1941	1.0
18262	01Oct1941	1.0
18263	02Oct1941	1.0
18264	03Oct1941	1.0
18265	04Oct1941	1.0
18266	05Oct1941	1.0
18267	06Oct1941	1.0
18268	07Oct1941	2.0
18269	08Oct1941	4.0
18270	09Oct1941	4.0
18271	10Oct1941	4.0
18272	11Oct1941	4.0
18273	12Oct1941	4.0
18274	13Oct1941	6.0
18275	14Oct1941	4.0
18276	15Oct1941	3.0
18277	16Oct1941	3.0
18278	17Oct1941	2.0
18279	18Oct1941	4.0
18280	19Oct1941	3.0
18281	20Oct1941	2.0
18282	21Oct1941	4.0
18283	22Oct1941	5.0
18284	23Oct1941	4.0
18285	24Oct1941	3.0
18286	25Oct1941	3.0
18287	26Oct1941	5.0
18288	27Oct1941	15.0
18289	28Oct1941	14.0
18290	29Oct1941	12.0
18291	30Oct1941	10.0
18292	31Oct1941	8.0
18293	01Nov1941	15.0
18294	02Nov1941	73.0
18295	03Nov1941	48.0
18296	04Nov1941	43.0
18297	05Nov1941	33.0
18298	06Nov1941	27.0
18299	07Nov1941	23.0
18300	08Nov1941	23.0
18301	09Nov1941	21.0
18302	10Nov1941	21.0
18303	11Nov1941	21.0
18304	12Nov1941	21.0
18305	13Nov1941	21.0
18306	14Nov1941	21.0
18307	15Nov1941	23.0
18308	16Nov1941	27.0
18309	17Nov1941	26.0
18310	18Nov1941	25.0
18311	19Nov1941	24.0
18312	20Nov1941	24.0
18313	21Nov1941	24.0
18314	22Nov1941	24.0
18315	23Nov1941	23.0
18316	24Nov1941	20.0
18317	25Nov1941	6.0
18318	26Nov1941	4.0
18319	27Nov1941	4.0
18320	28Nov1941	5.0
18321	29Nov1941	24.0
18322	30Nov1941	48.0
18323	01Dec1941	23.0
18324	02Dec1941	129.0
18325	03Dec1941	701.0
18326	04Dec1941	102.0
18327	05Dec1941	60.0
18328	06Dec1941	74.0
18329	07Dec1941	77.0
18330	08Dec1941	78.0
18331	09Dec1941	78.0
18332	10Dec1941	58.0
18333	11Dec1941	84.0
18334	12Dec1941	83.0
18335	13Dec1941	98.0
18336	14Dec1941	967.0
18337	15Dec1941	1310.0
18338	16Dec1941	2060.0
18339	17Dec1941	473.0
18340	18Dec1941	411.0
18341	19Dec1941	289.0
18342	20Dec1941	291.0
18343	21Dec1941	241.0
18344	22Dec1941	190.0
18345	23Dec1941	311.0
18346	24Dec1941	203.0
18347	25Dec1941	186.0
18348	26Dec1941	186.0
18349	27Dec1941	528.0
18350	28Dec1941	1490.0
18351	29Dec1941	940.0
18352	30Dec1941	500.0
18353	31Dec1941	375.0
18354	01Jan1942	282.0
18355	02Jan1942	222.0
18356	03Jan1942	195.0
18357	04Jan1942	177.0
18358	05Jan1942	163.0
18359	06Jan1942	152.0
18360	07Jan1942	364.0
18361	08Jan1942	470.0
18362	09Jan1942	308.0
18363	10Jan1942	255.0
18364	11Jan1942	228.0
18365	12Jan1942	211.0
18366	13Jan1942	201.0
18367	14Jan1942	190.0
18368	15Jan1942	179.0
18369	16Jan1942	182.0
18370	17Jan1942	174.0
18371	18Jan1942	168.0
18372	19Jan1942	163.0
18373	20Jan1942	153.0
18374	21Jan1942	148.0
18375	22Jan1942	207.0
18376	23Jan1942	459.0
18377	24Jan1942	1030.0
18378	25Jan1942	1940.0
18379	26Jan1942	1300.0
18380	27Jan1942	2330.0
18381	28Jan1942	1280.0
18382	29Jan1942	758.0
18383	30Jan1942	571.0
18384	31Jan1942	465.0
18385	01Feb1942	405.0
18386	02Feb1942	811.0
18387	03Feb1942	830.0
18388	04Feb1942	2650.0
18389	05Feb1942	2500.0
18390	06Feb1942	3860.0
18391	07Feb1942	2000.0
18392	08Feb1942	1180.0
18393	09Feb1942	840.0
18394	10Feb1942	678.0
18395	11Feb1942	567.0
18396	12Feb1942	486.0
18397	13Feb1942	411.0
18398	14Feb1942	375.0
18399	15Feb1942	342.0
18400	16Feb1942	325.0
18401	17Feb1942	296.0
18402	18Feb1942	273.0
18403	19Feb1942	241.0
18404	20Feb1942	237.0
18405	21Feb1942	270.0
18406	22Feb1942	331.0
18407	23Feb1942	246.0
18408	24Feb1942	257.0
18409	25Feb1942	248.0
18410	26Feb1942	215.0
18411	27Feb1942	199.0
18412	28Feb1942	188.0
18413	01Mar1942	175.0
18414	02Mar1942	175.0
18415	03Mar1942	167.0
18416	04Mar1942	157.0
18417	05Mar1942	155.0
18418	06Mar1942	148.0
18419	07Mar1942	133.0
18420	08Mar1942	127.0
18421	09Mar1942	116.0
18422	10Mar1942	135.0
18423	11Mar1942	388.0
18424	12Mar1942	315.0
18425	13Mar1942	308.0
18426	14Mar1942	592.0
18427	15Mar1942	475.0
18428	16Mar1942	340.0
18429	17Mar1942	270.0
18430	18Mar1942	248.0
18431	19Mar1942	226.0
18432	20Mar1942	199.0
18433	21Mar1942	175.0
18434	22Mar1942	152.0
18435	23Mar1942	132.0
18436	24Mar1942	101.0
18437	25Mar1942	94.0
18438	26Mar1942	84.0
18439	27Mar1942	78.0
18440	28Mar1942	76.0
18441	29Mar1942	73.0
18442	30Mar1942	73.0
18443	31Mar1942	74.0
18444	01Apr1942	88.0
18445	02Apr1942	70.0
18446	03Apr1942	504.0
18447	04Apr1942	1190.0
18448	05Apr1942	1750.0
18449	06Apr1942	628.0
18450	07Apr1942	388.0
18451	08Apr1942	305.0
18452	09Apr1942	266.0
18453	10Apr1942	261.0
18454	11Apr1942	228.0
18455	12Apr1942	199.0
18456	13Apr1942	444.0
18457	14Apr1942	907.0
18458	15Apr1942	472.0
18459	16Apr1942	562.0
18460	17Apr1942	535.0
18461	18Apr1942	420.0
18462	19Apr1942	382.0
18463	20Apr1942	360.0
18464	21Apr1942	332.0
18465	22Apr1942	312.0
18466	23Apr1942	296.0
18467	24Apr1942	275.0
18468	25Apr1942	257.0
18469	26Apr1942	248.0
18470	27Apr1942	325.0
18471	28Apr1942	330.0
18472	29Apr1942	266.0
18473	30Apr1942	295.0
18474	01May1942	524.0
18475	02May1942	340.0
18476	03May1942	300.0
18477	04May1942	280.0
18478	05May1942	261.0
18479	06May1942	244.0
18480	07May1942	228.0
18481	08May1942	222.0
18482	09May1942	217.0
18483	10May1942	222.0
18484	11May1942	411.0
18485	12May1942	395.0
18486	13May1942	287.0
18487	14May1942	264.0
18488	15May1942	355.0
18489	16May1942	348.0
18490	17May1942	305.0
18491	18May1942	289.0
18492	19May1942	266.0
18493	20May1942	228.0
18494	21May1942	197.0
18495	22May1942	186.0
18496	23May1942	174.0
18497	24May1942	165.0
18498	25May1942	488.0
18499	26May1942	388.0
18500	27May1942	300.0
18501	28May1942	287.0
18502	29May1942	259.0
18503	30May1942	244.0
18504	31May1942	228.0
18505	01Jun1942	211.0
18506	02Jun1942	199.0
18507	03Jun1942	191.0
18508	04Jun1942	182.0
18509	05Jun1942	172.0
18510	06Jun1942	157.0
18511	07Jun1942	146.0
18512	08Jun1942	138.0
18513	09Jun1942	133.0
18514	10Jun1942	124.0
18515	11Jun1942	124.0
18516	12Jun1942	121.0
18517	13Jun1942	112.0
18518	14Jun1942	108.0
18519	15Jun1942	102.0
18520	16Jun1942	94.0
18521	17Jun1942	87.0
18522	18Jun1942	80.0
18523	19Jun1942	76.0
18524	20Jun1942	74.0
18525	21Jun1942	73.0
18526	22Jun1942	73.0
18527	23Jun1942	64.0
18528	24Jun1942	65.0
18529	25Jun1942	61.0
18530	26Jun1942	60.0
18531	27Jun1942	54.0
18532	28Jun1942	50.0
18533	29Jun1942	49.0
18534	30Jun1942	28.0
18535	01Jul1942	19.0
18536	02Jul1942	30.0
18537	03Jul1942	39.0
18538	04Jul1942	35.0
18539	05Jul1942	35.0
